,Unnamed: 0,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Diameter mm,Average Hookload kkgf,Hole Depth (TVD) m,USROP Gamma gAPI
2733,2733,448.693,4.741680457,14647.00012,3.899999482,62.25999821,212,4426.479979,1.029999991,444.5,98.2904452,448.6875456,82.161
2734,2734,448.778,4.741680457,14647.00012,3.899999482,62.25999821,212,4426.479979,1.029999991,444.5,98.2904452,448.7750232,82.161
2735,2735,448.818,4.741680457,14647.00012,3.899999482,62.25999821,212,4426.479979,1.029999991,444.5,98.2904452,448.8125136,82.161
2736,2736,448.864,4.741680457,14647.00012,3.899999482,62.25999821,212,4426.479979,1.029999991,444.5,98.2904452,448.860672,82.161
2737,2737,448.955,4.741680457,14647.00012,3.899999482,62.25999821,212,4426.479979,1.029999991,444.5,98.2904452,448.9493688,82.161
2738,2738,448.97,4.741680457,14647.00012,3.899999482,62.25999821,212,4426.479979,1.029999991,444.5,98.2904452,448.9649136,82.161
2739,2739,449.001,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.0400084,82.161
2740,2740,449.041,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.0362368,82.161
2741,2741,449.123,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.1173136,77.328
2742,2742,449.126,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.1203616,77.328
2743,2743,449.211,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.2078392,77.328
2744,2744,449.275,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.2697136,77.328
2745,2745,449.3,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.2944024,77.328
2746,2746,449.382,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.3779176,77.328
2747,2747,449.428,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.4221136,72.495
2748,2748,449.467,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.4635664,72.495
2749,2749,449.553,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.5476912,72.495
2750,2750,449.58,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.5745136,72.495
2751,2751,449.638,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.6324256,72.495
2752,2752,449.72,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.7162456,72.495
2753,2753,449.732,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.7269136,79.745
2754,2754,449.803,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.7985416,79.745
2755,2755,449.885,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.8793136,79.745
2756,2756,449.888,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.8826664,79.745
2757,2757,449.982,4.476553902,14669.99969,3.909999995,66.37999719,212,4427.040038,1.029999991,444.5,98.54537409,449.9768496,79.745
2758,2758,450.001,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.0199892,79.745
2759,2759,450.037,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.0317136,79.745
2760,2760,450.065,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.0597552,79.745
2761,2761,450.144,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.1402224,79.745
2762,2762,450.19,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.1841136,82.161
2763,2763,450.229,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.2258712,82.161
2764,2764,450.315,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.3090816,82.161
2765,2765,450.342,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.3365136,82.161
2766,2766,450.4,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.3947304,82.161
2767,2767,450.485,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.4794648,82.161
2768,2768,450.494,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.4889136,79.745
2769,2769,450.568,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.56298,79.745
2770,2770,450.647,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.6413136,79.745
2771,2771,450.653,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.6471048,79.745
2772,2772,450.735,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.7309248,79.745
2773,2773,450.799,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.7937136,82.161
2774,2774,450.821,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.815964,82.161
2775,2775,450.903,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.899784,82.161
2776,2776,450.952,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.9461136,82.161
2777,2777,450.988,4.517342742,14677.00043,3.749999919,61.84000027,212,4426.660157,1.029999991,444.5,98.51478382,450.9839088,82.161
2778,2778,451,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.0199889,82.161
2779,2779,451.074,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.0677288,82.161
2780,2780,451.104,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.0985136,79.745
2781,2781,451.159,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.1533776,79.745
2782,2782,451.241,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.2375024,79.745
2783,2783,451.256,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.2509136,79.745
2784,2784,451.323,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.3201032,79.745
2785,2785,451.409,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.4033136,79.745
2786,2786,451.412,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.4066664,79.745
2787,2787,451.494,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.4901816,79.745
2788,2788,451.561,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.5557136,82.161
2789,2789,451.579,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.5736968,82.161
2790,2790,451.662,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.657212,82.161
2791,2791,451.714,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.7081136,82.161
2792,2792,451.747,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.7437752,82.161
2793,2793,451.832,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.8266808,82.161
2794,2794,451.866,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.8605136,82.161
2795,2795,451.915,4.445962725,14669.99969,3.879999811,61.52000051,212,4427.140136,1.029999991,444.5,98.58616384,451.9114152,82.161
2796,2796,452,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.0299989,82.161
2797,2797,452.003,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,451.9976736,82.161
2798,2798,452.018,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.0129136,82.161
2799,2799,452.085,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.082408,82.161
2800,2800,452.171,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.1653136,79.745
2801,2801,452.174,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.169276,79.745
2802,2802,452.262,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.2573632,79.745
2803,2803,452.323,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.3177136,79.745
2804,2804,452.348,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.3420976,79.745
2805,2805,452.436,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.4304896,79.745
2806,2806,452.476,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.4701136,79.745
2807,2807,452.521,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.5161384,79.745
2808,2808,452.607,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.6008728,79.745
2809,2809,452.628,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.6225136,82.161
2810,2810,452.692,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.6862168,82.161
2811,2811,452.774,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.7694272,82.161
2812,2812,452.78,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.7749136,82.161
2813,2813,452.866,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.862696,82.161
2814,2814,452.933,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.9273136,86.994
2815,2815,452.951,4.150244994,14669.99969,3.84000047,62.4199981,212,4426.109864,1.029999991,444.5,98.88188248,452.9474304,86.994
2816,2816,453,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,452.9999999,86.994
2817,2817,453.036,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.0309456,86.994
2818,2818,453.085,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.0797136,86.994
2819,2819,453.119,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.1144608,86.994
2820,2820,453.201,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.1961472,86.994
2821,2821,453.238,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.2321136,84.578
2822,2822,453.283,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.278748,84.578
2823,2823,453.366,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.3601296,84.578
2824,2824,453.39,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.3842088,84.578
2825,2825,453.448,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.4421208,84.578
2826,2826,453.53,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.5259408,84.578
2827,2827,453.542,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.5366088,86.994
2828,2828,453.613,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.6067128,86.994
2829,2829,453.692,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.6880944,86.994
2830,2830,453.695,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.6890088,86.994
2831,2831,453.771,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.766428,86.994
2832,2832,453.847,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.8414088,89.411
2833,2833,453.856,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.8514672,89.411
2834,2834,453.939,4.293005481,14633.00018,3.570000172,59.22000135,212,4426.600098,1.029999991,444.5,98.72892342,453.9331536,89.411
2835,2835,454,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,453.9938088,89.411
2836,2836,454.024,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.0203264,89.411
2837,2837,454.109,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.1044512,89.411
2838,2838,454.152,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.1462088,89.411
2839,2839,454.192,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.1864424,89.411
2840,2840,454.283,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.280016,89.411
2841,2841,454.304,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.2986088,77.328
2842,2842,454.39,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.3842576,77.328
2843,2843,454.457,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.4510088,77.328
2844,2844,454.499,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.4942904,77.328
2845,2845,454.609,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.6034088,70.079
2846,2846,454.719,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.7134416,70.079
2847,2847,454.762,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.7558088,70.079
2848,2848,454.823,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.8170736,70.079
2849,2849,454.914,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.9082088,67.662
2850,2850,454.923,4.527539952,14574.00055,3.769999589,59.38999928,212,4426.370119,1.029999991,444.5,98.5045848,454.918572,67.662
2851,2851,454.999,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.019989,67.662
2852,2852,455.033,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.0286048,67.662
2853,2853,455.066,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.0606088,67.662
2854,2854,455.143,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.1389424,67.662
2855,2855,455.219,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.2130088,70.079
2856,2856,455.249,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.2456224,70.079
2857,2857,455.344,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.3385864,70.079
2858,2858,455.371,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.3654088,70.079
2859,2859,455.435,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.4297216,70.079
2860,2860,455.524,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.5178088,70.079
2861,2861,455.527,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.5217712,70.079
2862,2862,455.618,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.6138208,70.079
2863,2863,455.676,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.6702088,77.328
2864,2864,455.716,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.7101376,77.328
2865,2865,455.804,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.8006632,77.328
2866,2866,455.828,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.8226088,77.328
2867,2867,455.899,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.895456,77.328
2868,2868,455.981,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.9750088,82.161
2869,2869,455.99,4.078864977,14328.99933,3.810000286,63.24000154,212,4426.330076,1.029999991,444.5,98.94306302,455.9850672,82.161
2870,2870,455.999,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.0599977,82.161
2871,2871,456.081,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.0755928,82.161
2872,2872,456.133,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.1274088,82.161
2873,2873,456.176,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.1709952,82.161
2874,2874,456.267,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.2618256,82.161
2875,2875,456.286,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.2798088,86.994
2876,2876,456.359,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.3535704,86.994
2877,2877,456.438,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.4322088,86.994
2878,2878,456.447,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.444096,86.994
2879,2879,456.542,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.5358408,86.994
2880,2880,456.59,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.5846088,89.411
2881,2881,456.636,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.6309384,89.411
2882,2882,456.731,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.7248168,89.411
2883,2883,456.743,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.7370088,89.411
2884,2884,456.822,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.8171712,89.411
2885,2885,456.895,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.8894088,89.411
2886,2886,456.913,3.97689333,11401.99966,4.150000109,72.94999685,192,3721.840086,1.029999991,444.5,99.05523233,456.9095256,89.411
2887,2887,456.999,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.0400087,89.411
2888,2888,457.005,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.0012704,89.411
2889,2889,457.048,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.0418088,89.411
2890,2890,457.096,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.0914912,89.411
2891,2891,457.197,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.1917704,89.411
2892,2892,457.2,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.1942088,89.411
2893,2893,457.279,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.2737616,89.411
2894,2894,457.352,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.3466088,96.66
2895,2895,457.377,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.3716024,96.66
2896,2896,457.465,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.4609088,96.66
2897,2897,457.505,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.4990088,96.66
2898,2898,457.554,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.5483864,96.66
2899,2899,457.645,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.6398264,96.66
2900,2900,457.657,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.6514088,86.994
2901,2901,457.736,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.731876,86.994
2902,2902,457.81,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.8038088,86.994
2903,2903,457.828,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.8227064,86.994
2904,2904,457.922,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.9181088,86.994
2905,2905,457.962,4.496948322,11265.00015,4.479999419,64.61000073,183,3435.370118,1.029999991,444.5,98.53517507,457.9562088,82.161
2906,2906,457.999,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.0199891,82.161
2907,2907,458.017,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.0132064,82.161
2908,2908,458.111,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.1061704,82.161
2909,2909,458.114,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.1086088,82.161
2910,2910,458.203,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.199744,82.161
2911,2911,458.267,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.2610088,94.244
2912,2912,458.3,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.2945368,94.244
2913,2913,458.392,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.3868912,94.244
2914,2914,458.419,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.4134088,94.244
2915,2915,458.486,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.4825984,94.244
2916,2916,458.572,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.5658088,99.077
2917,2917,458.578,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.574648,99.077
2918,2918,458.672,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.6688312,99.077
2919,2919,458.724,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.7182088,99.077
2920,2920,458.77,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.7639288,99.077
2921,2921,458.864,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.8593312,99.077
2922,2922,458.876,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.8706088,99.077
2923,2923,458.959,4.88444049,11244.00024,4.769999387,62.70000079,183,3435.620118,1.029999991,444.5,98.13748614,458.9535144,99.077
2924,2924,459.001,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.0100097,99.077
2925,2925,459.029,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.0230088,99.077
2926,2926,459.053,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.0473928,99.077
2927,2927,459.148,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.1443192,99.077
2928,2928,459.181,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.1754088,99.077
2929,2929,459.245,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.2400264,99.077
2930,2930,459.334,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.3278088,94.244
2931,2931,459.343,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.3384768,94.244
2932,2932,459.437,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.4332696,94.244
2933,2933,459.486,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.4802088,94.244
2934,2934,459.538,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.533244,94.244
2935,2935,459.632,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.6271224,94.244
2936,2936,459.638,4.272611061,13521.00067,4.009999704,66.91999824,201,4102.700195,1.029999991,444.5,98.74931421,459.6326088,86.994
